Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.DYING_STAR,죽어가는 별+,True,B,ml-published,S,STAR_PRODUCER;AOE_OTHER;ETHEREAL_SELF;AOE_DAMAGE;DURATION,광역,,,1,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,84,"[gold]휘발성[/gold].
모든 적에게
피해를 11 줍니다.
이번 턴 동안 모든 적이
[gold]힘[/gold]을 11 잃습니다.",Ethereal,STAR|AOE,,B,-2,2.02
CARD.DYING_STAR,죽어가는 별,False,B,ml-published,S,STAR_PRODUCER;AOE_OTHER;ETHEREAL_SELF;AOE_DAMAGE;DURATION,광역,,"[gold]휘발성[/gold].
모든 적에게
피해를 11 줍니다.
이번 턴 동안 모든 적이
[gold]힘[/gold]을 11 잃습니다.",1,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,81,"[gold]휘발성[/gold].
모든 적에게
피해를 9 줍니다.
이번 턴 동안 모든 적이
[gold]힘[/gold]을 9 잃습니다.",Ethereal,STAR|AOE,,B,-2,1.99
CARD.ECHOING_SLASH,메아리 참격+,True,B,ml-published,A,AOE_OTHER;AOE_DAMAGE,광역,,,1,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,67,"모든 적에게
피해를 13 줍니다.
적을 처치할 때마다
이 효과를 반복합니다.",,AOE,,B,-1,2.00
CARD.ECHOING_SLASH,메아리 참격,False,B,ml-published,A,AOE_OTHER;AOE_DAMAGE,광역,,"모든 적에게
피해를 13 줍니다.
적을 처치할 때마다
이 효과를 반복합니다.",1,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,64,"모든 적에게
피해를 10 줍니다.
적을 처치할 때마다
이 효과를 반복합니다.",,AOE,,B,-1,2.07
CARD.ECHO_FORM,메아리의 형상+,True,S,ml-published,B,ETHEREAL_SELF;DURATION,,,,3,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,58,"매 턴마다 처음으로
사용하는 카드가
1번 추가로 사용됩니다.",Ethereal,,,S,+2,3.58
CARD.ECHO_FORM,메아리의 형상,False,S,ml-published,B,ETHEREAL_SELF;DURATION;VOLATILE_PRODUCER,,,"매 턴마다 처음으로
사용하는 카드가
1번 추가로 사용됩니다.",3,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,55,"[gold]휘발성[/gold].
매 턴마다 처음으로
사용하는 카드가
1번 추가로 사용됩니다.",Ethereal,,,S,+2,3.96
CARD.EIDOLON,허상+,True,C,ml-published,A,EXHAUST_TAG;EXHAUST_PRODUCER,소모,,,1,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,71,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
이를 통해 카드를 9장
[gold]소멸[/gold]시켰다면,
[gold]불가침[/gold]을 1 얻습니다.",,EXHAUST,,C,-2,1.24
CARD.EIDOLON,허상,False,C,ml-published,A,EXHAUST_TAG;EXHAUST_PRODUCER,소모;강화 가치+,1,,2,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,65,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
이를 통해 카드를 9장
[gold]소멸[/gold]시켰다면,
[gold]불가침[/gold]을 1 얻습니다.",,EXHAUST,,C,-2,1.30
CARD.END_OF_DAYS,종말의 날+,True,S,ml-published,S,DOOM_PRODUCER;AOE_OTHER;AOE_DOOM,,,,3,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,75,"모든 적에게
[gold]종말[/gold]을 37 부여합니다.
체력이 [gold]종말[/gold] 이하인
적을 처치합니다.",,DOOM|AOE,,S,0,3.82
CARD.END_OF_DAYS,종말의 날,False,S,ml-published,S,DOOM_PRODUCER;AOE_OTHER;AOE_DOOM,,,"모든 적에게
[gold]종말[/gold]을 37 부여합니다.
체력이 [gold]종말[/gold] 이하인
적을 처치합니다.",3,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,72,"모든 적에게
[gold]종말[/gold]을 29 부여합니다.
체력이 [gold]종말[/gold] 이하인
적을 처치합니다.",,DOOM|AOE,,S,0,3.82
CARD.ENERGY_SURGE,에너지 폭주+,True,A,ml-published,A,EXHAUST_TAG;ENERGY,소모;에너지,,,1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"모든 플레이어가
[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,A,0,2.97
CARD.ENERGY_SURGE,에너지 폭주,False,A,ml-published,A,EXHAUST_TAG;ENERGY,소모;에너지,,"모든 플레이어가
[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,68,"모든 플레이어가
[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,A,0,2.95
CARD.ENFEEBLING_TOUCH,쇠약의 손길+,True,S,ml-published,B,ETHEREAL_SELF;DURATION,,,,1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,58,"[gold]휘발성[/gold].
이번 턴 동안 적이
[gold]힘[/gold]을 11 잃습니다.",Ethereal,,,S,+2,3.63
CARD.ENFEEBLING_TOUCH,쇠약의 손길,False,S,ml-published,B,ETHEREAL_SELF;DURATION,,,"[gold]휘발성[/gold].
이번 턴 동안 적이
[gold]힘[/gold]을 11 잃습니다.",1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,55,"[gold]휘발성[/gold].
이번 턴 동안 적이
[gold]힘[/gold]을 8 잃습니다.",Ethereal,,,S,+2,3.75
CARD.ENLIGHTENMENT,계몽+,True,B,ml-published,A,EXHAUST_TAG,소모,,,0,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,60,"이번 [green]전투[/green] 동안,
[gold]손[/gold]에 있는 모든 카드의
비용이 1로 감소합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,-1,2.38
CARD.ENLIGHTENMENT,계몽,False,B,ml-published,B,EXHAUST_TAG,소모,,,0,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,57,"이번 [green]전투[/green] 동안,
[gold]손[/gold]에 있는 모든 카드의
비용이 1로 감소합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,-1,2.38
CARD.ENTHRALLED,매료됨,False,D,ml-published,D,,,,,2,Curse,Curse,CARD_POOL.CURSE_CARD_POOL,CARD_POOL.CURSE_CARD_POOL,25,"이 카드가 [gold]손[/gold]에 있다면,
다른 카드보다 먼저
사용해야 합니다.
[gold]영구[/gold].",Eternal,,,D,0,0.35
CARD.ENTRENCH,참호+,True,B,ml-published,B,BLOCK,방어,,,1,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,58,[gold]방어도[/gold]가 2배가 됩니다.,,BLOCK,,B,0,2.04
CARD.ENTRENCH,참호,False,B,ml-published,B,BLOCK,방어;강화 가치+,1,,2,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,52,[gold]방어도[/gold]가 2배가 됩니다.,,BLOCK,,B,0,2.05
CARD.ENTROPY,엔트로피+,True,C,ml-published,A,INNATE_SELF,,,,1,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,61,"[gold]선천성[/gold].
내 턴 시작 시, [gold]손[/gold]에 있는
카드를 1장 [gold]변화[/gold]시킵니다.",Innate,,,C,-2,1.45
CARD.ENTROPY,엔트로피,False,C,ml-published,B,,강화 가치,,"[gold]선천성[/gold].
내 턴 시작 시, [gold]손[/gold]에 있는
카드를 1장 [gold]변화[/gold]시킵니다.",1,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,58,"내 턴 시작 시, [gold]손[/gold]에 있는
카드를 1장 [gold]변화[/gold]시킵니다.",,,,C,-2,1.35
CARD.ENVENOM,독 바르기+,True,C,ml-published,S,POISON;POISON_PRODUCER,독,,,2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,81,"공격 카드가 막히지 않은
피해를 줄 때마다,
[gold]중독[/gold]을 2 부여합니다.",,POISON,,C,-3,1.01
CARD.ENVENOM,독 바르기,False,C,ml-published,S,POISON;POISON_PRODUCER,독,,"공격 카드가 막히지 않은
피해를 줄 때마다,
[gold]중독[/gold]을 2 부여합니다.",2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,78,"공격 카드가 막히지 않은
피해를 줄 때마다,
[gold]중독[/gold]을 1 부여합니다.",,POISON,,C,-3,0.98
CARD.EQUILIBRIUM,평형+,True,S,ml-published,A,BLOCK,방어,,,2,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,60,"[gold]방어도[/gold]를 16 얻습니다.
이번 턴에 [gold]손[/gold]에 있는
카드를 [gold]보존[/gold]합니다.",,BLOCK,,S,+1,3.95
CARD.EQUILIBRIUM,평형,False,S,ml-published,B,BLOCK,방어,,"[gold]방어도[/gold]를 16 얻습니다.
이번 턴에 [gold]손[/gold]에 있는
카드를 [gold]보존[/gold]합니다.",2,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,57,"[gold]방어도[/gold]를 13 얻습니다.
이번 턴에 [gold]손[/gold]에 있는
카드를 [gold]보존[/gold]합니다.",,BLOCK,,S,+1,3.92
CARD.ERADICATE,척결+,True,B,ml-published,B,RETAIN_SELF,,,,0,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,59,"[gold]보존[/gold].
피해를 14만큼 X번 줍니다.",Retain,,,B,0,2.14
CARD.ERADICATE,척결,False,B,ml-published,B,RETAIN_SELF,,,"[gold]보존[/gold].
피해를 14만큼 X번 줍니다.",0,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,56,"[gold]보존[/gold].
피해를 11만큼 X번 줍니다.",Retain,,,B,0,2.11
CARD.ESCAPE_PLAN,탈출구+,True,S,ml-published,A,DRAW;BLOCK,드로우;방어,,,0,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,68,"카드를 1장 뽑습니다.
스킬 카드를 뽑았다면,
[gold]방어도[/gold]를 5 얻습니다.",,DRAW|BLOCK,,S,+1,3.95
CARD.ESCAPE_PLAN,탈출구,False,S,ml-published,A,DRAW;BLOCK,드로우;방어,,"카드를 1장 뽑습니다.
스킬 카드를 뽑았다면,
[gold]방어도[/gold]를 5 얻습니다.",0,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,65,"카드를 1장 뽑습니다.
스킬 카드를 뽑았다면,
[gold]방어도[/gold]를 3 얻습니다.",,DRAW|BLOCK,,S,+1,3.97
CARD.ETERNAL_ARMOR,영원의 갑옷+,True,C,ml-published,B,,,,,3,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,58,[gold]판금[/gold]을 12 얻습니다.,,,,C,-1,1.34
CARD.ETERNAL_ARMOR,영원의 갑옷,False,C,ml-published,B,,,,[gold]판금[/gold]을 12 얻습니다.,3,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,55,[gold]판금[/gold]을 9 얻습니다.,,,,C,-1,1.29
CARD.EVIL_EYE,악마의 눈+,True,B,ml-published,S,EXHAUST_TAG;BLOCK;DURATION,방어;소모,,,1,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,78,"[gold]방어도[/gold]를 11 얻습니다.
이번 턴 동안 [gold]소멸[/gold]시킨
카드가 있다면 [gold]방어도[/gold]를
추가로 11 얻습니다.",,EXHAUST|BLOCK,,B,-2,2.21
CARD.EVIL_EYE,악마의 눈,False,B,ml-published,S,EXHAUST_TAG;BLOCK;DURATION,방어;소모,,"[gold]방어도[/gold]를 11 얻습니다.
이번 턴 동안 [gold]소멸[/gold]시킨
카드가 있다면 [gold]방어도[/gold]를
추가로 11 얻습니다.",1,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,75,"[gold]방어도[/gold]를 8 얻습니다.
이번 턴 동안 [gold]소멸[/gold]시킨
카드가 있다면 [gold]방어도[/gold]를
추가로 8 얻습니다.",,EXHAUST|BLOCK,,B,-2,2.14
CARD.EXPECT_A_FIGHT,싸움 준비+,True,B,ml-published,A,ENERGY,에너지,,,1,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,61,"[gold]손[/gold]에 있는 공격 카드 1장당
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.
이번 턴에 추가로
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻을 수 없습니다.",,ENERGY,,B,-1,2.03
CARD.EXPECT_A_FIGHT,싸움 준비,False,B,ml-published,B,ENERGY,에너지;강화 가치+,1,,2,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,55,"[gold]손[/gold]에 있는 공격 카드 1장당
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.
이번 턴에 추가로
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻을 수 없습니다.",,ENERGY,,B,-1,2.05
CARD.EXPERTISE,전문성+,True,D,ml-published,A,DRAW,드로우,,,1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,60,"[gold]손[/gold]에 있는 카드가 7장이
될 때까지 카드를 뽑습니다.",,DRAW,,D,-3,0.89
CARD.EXPERTISE,전문성,False,D,ml-published,B,DRAW,드로우,,"[gold]손[/gold]에 있는 카드가 7장이
될 때까지 카드를 뽑습니다.",1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,57,"[gold]손[/gold]에 있는 카드가 6장이
될 때까지 카드를 뽑습니다.",,DRAW,,D,-3,0.89
CARD.EXPOSE,들춰내기+,True,A,ml-published,A,EXHAUST_TAG;BLOCK;DEBUFF;VULN,방어;소모;취약,,,0,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,71,"대상 적의 모든 [gold]인공물[/gold]과
[gold]방어도[/gold]를 제거합니다.
[gold]취약[/gold]을 3 부여합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|BLOCK,,A,0,3.02
CARD.EXPOSE,들춰내기,False,A,ml-published,A,EXHAUST_TAG;BLOCK;DEBUFF;VULN,방어;소모;취약,,"대상 적의 모든 [gold]인공물[/gold]과
[gold]방어도[/gold]를 제거합니다.
[gold]취약[/gold]을 3 부여합니다.
[gold]소멸[/gold].",0,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,68,"대상 적의 모든 [gold]인공물[/gold]과
[gold]방어도[/gold]를 제거합니다.
[gold]취약[/gold]을 2 부여합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|BLOCK,,A,0,3.00
CARD.EXTERMINATE,박멸+,True,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,,1,Attack,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,55,"모든 적에게
피해를 4만큼 4번 줍니다.",,AOE,,B,0,2.11
CARD.EXTERMINATE,박멸,False,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,"모든 적에게
피해를 4만큼 4번 줍니다.",1,Attack,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,52,"모든 적에게
피해를 3만큼 4번 줍니다.",,AOE,,B,0,2.07
CARD.FALLING_STAR,별똥별+,True,A,ml-published,A,STAR_PRODUCER;DEBUFF;VULN;WEAK,취약;약화,,,0,Attack,Basic,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,63,"피해를 12 줍니다.
[gold]약화[/gold]를 1 부여합니다.
[gold]취약[/gold]을 1 부여합니다.",,STAR,,A,0,2.81
CARD.FALLING_STAR,별똥별,False,A,ml-published,A,STAR_PRODUCER;DEBUFF;VULN;WEAK,취약;약화,,"피해를 12 줍니다.
[gold]약화[/gold]를 1 부여합니다.
[gold]취약[/gold]을 1 부여합니다.",0,Attack,Basic,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,60,"피해를 8 줍니다.
[gold]약화[/gold]를 1 부여합니다.
[gold]취약[/gold]을 1 부여합니다.",,STAR,,A,0,2.68
CARD.FAN_OF_KNIVES,칼날 부채+,True,C,ml-published,S,AOE_OTHER,광역,,,2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,75,"[gold]단도[/gold]가 이제 모든 적을
대상으로 합니다.
[gold]단도[/gold]를 5장
[gold]손[/gold]으로 가져옵니다.",,AOE,,C,-3,1.15
CARD.FAN_OF_KNIVES,칼날 부채,False,C,ml-published,S,AOE_OTHER,광역,,"[gold]단도[/gold]가 이제 모든 적을
대상으로 합니다.
[gold]단도[/gold]를 5장
[gold]손[/gold]으로 가져옵니다.",2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,72,"[gold]단도[/gold]가 이제 모든 적을
대상으로 합니다.
[gold]단도[/gold]를 4장
[gold]손[/gold]으로 가져옵니다.",,AOE,,C,-3,1.15
CARD.FASTEN,고정시키기+,True,S,ml-published,A,BLOCK;SCALING,방어,,,1,Power,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,67,"수비 카드를 통해 얻는
[gold]방어도[/gold]가 7 증가합니다.",,BLOCK|SCALING,,S,+1,3.78
CARD.FASTEN,고정시키기,False,S,ml-published,A,BLOCK;SCALING,방어,,"수비 카드를 통해 얻는
[gold]방어도[/gold]가 7 증가합니다.",1,Power,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,64,"수비 카드를 통해 얻는
[gold]방어도[/gold]가 5 증가합니다.",,BLOCK|SCALING,,S,+1,3.78
CARD.FEAR,두려움+,True,C,ml-published,B,ETHEREAL_SELF;DEBUFF;VULN;VOLATILE_PRODUCER,취약,,,1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,52,"[gold]휘발성[/gold].
피해를 8 줍니다.
[gold]취약[/gold]을 2 부여합니다.",Ethereal,,,C,-1,1.32
CARD.FEAR,두려움,False,C,ml-published,B,ETHEREAL_SELF;DEBUFF;VULN;VOLATILE_PRODUCER,취약,,"[gold]휘발성[/gold].
피해를 8 줍니다.
[gold]취약[/gold]을 2 부여합니다.",1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,49,"[gold]휘발성[/gold].
피해를 7 줍니다.
[gold]취약[/gold]을 1 부여합니다.",Ethereal,,,C,-1,1.37
CARD.FEED,포식+,True,C,ml-published,S,EXHAUST_TAG;SCALING,소모,,,1,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,78,"피해를 12 줍니다.
[gold]치명타[/gold]라면, 최대 체력이
4 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.24
CARD.FEED,포식,False,C,ml-published,S,EXHAUST_TAG;SCALING,소모,,"피해를 12 줍니다.
[gold]치명타[/gold]라면, 최대 체력이
4 증가합니다.
[gold]소멸[/gold].",1,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,75,"피해를 10 줍니다.
[gold]치명타[/gold]라면, 최대 체력이
3 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.17
CARD.FEEDING_FRENZY,광란의 포식+,True,B,ml-published,B,DURATION,,,,0,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,54,"이번 턴 동안
[gold]힘[/gold]을 7 얻습니다.",,,,B,0,1.76
CARD.FEEDING_FRENZY,광란의 포식,False,B,ml-published,B,DURATION,,,"이번 턴 동안
[gold]힘[/gold]을 7 얻습니다.",0,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,51,"이번 턴 동안
[gold]힘[/gold]을 5 얻습니다.",,,,B,0,1.78
CARD.FEEL_NO_PAIN,무감각+,True,B,ml-published,S,EXHAUST_TAG;BLOCK,방어;소모,,,1,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,79,"카드가 [gold]소멸[/gold]될 때마다,
[gold]방어도[/gold]를 4 얻습니다.",,EXHAUST|BLOCK,,B,-2,2.18
CARD.FEEL_NO_PAIN,무감각,False,B,ml-published,S,EXHAUST_TAG;BLOCK,방어;소모,,"카드가 [gold]소멸[/gold]될 때마다,
[gold]방어도[/gold]를 4 얻습니다.",1,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,76,"카드가 [gold]소멸[/gold]될 때마다,
[gold]방어도[/gold]를 3 얻습니다.",,EXHAUST|BLOCK,,B,-2,2.27
CARD.FERAL,야성+,True,B,ml-published,A,ENERGY;DURATION,,,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,64,"매 턴마다 처음 비용이
0[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]인 공격 카드를
사용 시, 그 카드를 다시
[gold]손[/gold]으로 가져옵니다.",,ENERGY,,B,-1,1.94
CARD.FERAL,야성,False,B,ml-published,B,ENERGY;DURATION,강화 가치+,1,,2,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,58,"매 턴마다 처음 비용이
0[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]인 공격 카드를
사용 시, 그 카드를 다시
[gold]손[/gold]으로 가져옵니다.",,ENERGY,,B,-1,1.95
CARD.FETCH,회수+,True,A,ml-published,A,DRAW_CONDITIONAL,드로우,,,0,Attack,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,62,"[gold]골골이[/gold]가 피해를 6 줍니다.
이번 턴에 이 카드를
처음 사용했다면,
카드를 1장 뽑습니다.",OstyAttack,,,A,0,2.96
CARD.FETCH,회수,False,A,ml-published,B,DRAW_CONDITIONAL,드로우,,"[gold]골골이[/gold]가 피해를 6 줍니다.
이번 턴에 이 카드를
처음 사용했다면,
카드를 1장 뽑습니다.",0,Attack,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,59,"[gold]골골이[/gold]가 피해를 3 줍니다.
이번 턴에 이 카드를
처음 사용했다면,
카드를 1장 뽑습니다.",OstyAttack,,,A,0,2.97
CARD.FIEND_FIRE,지옥불+,True,S,ml-published,A,EXHAUST_TAG;EXHAUST_PRODUCER,소모,,,2,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,70,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
[gold]소멸[/gold]시킨 카드 1장당
피해를 10 줍니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.69
CARD.FIEND_FIRE,지옥불,False,S,ml-published,A,EXHAUST_TAG;EXHAUST_PRODUCER,소모,,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
[gold]소멸[/gold]시킨 카드 1장당
피해를 10 줍니다.
[gold]소멸[/gold].",2,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,67,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
[gold]소멸[/gold]시킨 카드 1장당
피해를 7 줍니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.64
CARD.FIGHT_ME,덤벼라!+,True,C,ml-published,B,,,,,2,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,57,"피해를 6만큼 2번 줍니다.
[gold]힘[/gold]을 4 얻습니다.
대상 적이 [gold]힘[/gold]을 1 얻습니다.",,,,C,-1,1.38
CARD.FIGHT_ME,덤벼라!,False,C,ml-published,B,,,,"피해를 6만큼 2번 줍니다.
[gold]힘[/gold]을 4 얻습니다.
대상 적이 [gold]힘[/gold]을 1 얻습니다.",2,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,54,"피해를 5만큼 2번 줍니다.
[gold]힘[/gold]을 3 얻습니다.
대상 적이 [gold]힘[/gold]을 1 얻습니다.",,,,C,-1,1.00
CARD.FIGHT_THROUGH,강행 돌파+,True,B,ml-published,A,BLOCK,방어,,,1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,63,"[gold]방어도[/gold]를 17 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]부상[/gold]을 2장 추가합니다.",,BLOCK,,B,-1,2.50
CARD.FIGHT_THROUGH,강행 돌파,False,B,ml-published,A,BLOCK,방어,,"[gold]방어도[/gold]를 17 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]부상[/gold]을 2장 추가합니다.",1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,60,"[gold]방어도[/gold]를 13 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]부상[/gold]을 2장 추가합니다.",,BLOCK,,B,-1,2.50
